"term","frequency","density","occurrence"
"soothing",1,3.08742983815693e-06,4e-04
"spark",3,9.26228951447078e-06,0.0012
"specialty",1,3.08742983815693e-06,4e-04
"steam",3,9.26228951447078e-06,0.0012
"strengths",3,9.26228951447078e-06,0.0012
"throats",1,3.08742983815693e-06,4e-04
"totems",1,3.08742983815693e-06,4e-04
"traveler",3,9.26228951447078e-06,0.0012
"trounced",1,3.08742983815693e-06,4e-04
"tut",4,1.23497193526277e-05,8e-04
"tutting",1,3.08742983815693e-06,4e-04
"undergoes",1,3.08742983815693e-06,4e-04
"unrest",1,3.08742983815693e-06,4e-04
"unwanted",1,3.08742983815693e-06,4e-04
"vajpayee",2,6.17485967631386e-06,4e-04
"vhp",10,3.08742983815693e-05,0.0012
"vishwa",1,3.08742983815693e-06,4e-04
"wrongs",1,3.08742983815693e-06,4e-04
"apologist",2,6.17485967631386e-06,8e-04
"starve",3,9.26228951447078e-06,8e-04
"sympathies",2,6.17485967631386e-06,8e-04
"taunted",2,6.17485967631386e-06,8e-04
"chests",3,9.26228951447078e-06,0.0012
"crud",5,1.54371491907846e-05,0.002
"forking",4,1.23497193526277e-05,0.0016
"morons",4,1.23497193526277e-05,0.0016
"rags",5,1.54371491907846e-05,0.002
"ranting",4,1.23497193526277e-05,0.0016
"akin",1,3.08742983815693e-06,4e-04
"awfully",6,1.85245790289416e-05,0.0024
"distortion",3,9.26228951447078e-06,8e-04
"evaluating",2,6.17485967631386e-06,8e-04
"hpti",5,1.54371491907846e-05,0.0012
"justification",4,1.23497193526277e-05,0.0012
"lea",1,3.08742983815693e-06,4e-04
"paycheck",1,3.08742983815693e-06,4e-04
"possession",4,1.23497193526277e-05,0.0012
"primitive",9,2.77868685434123e-05,0.0024
"survival",4,1.23497193526277e-05,8e-04
"swilliams",4,1.23497193526277e-05,0.0012
"buffering",1,3.08742983815693e-06,4e-04
"contention",3,9.26228951447078e-06,8e-04
"controller",2,6.17485967631386e-06,8e-04
"hds",1,3.08742983815693e-06,4e-04
"mtbf",1,3.08742983815693e-06,4e-04
"nodes",5,1.54371491907846e-05,0.002
"rack",4,1.23497193526277e-05,0.0012
"sata",1,3.08742983815693e-06,4e-04
"scatter",1,3.08742983815693e-06,4e-04
"beret",1,3.08742983815693e-06,4e-04
"cigar",2,6.17485967631386e-06,8e-04
"deflect",1,3.08742983815693e-06,4e-04
"fedora",1,3.08742983815693e-06,4e-04
"hats",1,3.08742983815693e-06,4e-04
"introductions",2,6.17485967631386e-06,8e-04
"junkie",1,3.08742983815693e-06,4e-04
"oversized",1,3.08742983815693e-06,4e-04
"polo",1,3.08742983815693e-06,4e-04
"rubber",3,9.26228951447078e-06,0.0012
"skullcap",1,3.08742983815693e-06,4e-04
"sparkling",1,3.08742983815693e-06,4e-04
"wines",1,3.08742983815693e-06,4e-04
"xpilot",1,3.08742983815693e-06,4e-04
"aggressor",1,3.08742983815693e-06,4e-04
"agressor",1,3.08742983815693e-06,4e-04
"constructive",12,3.70491580578831e-05,0.0032
"disagreements",8,2.46994387052554e-05,0.0016
"drink",14,4.3224017734197e-05,0.0028
"ills",2,6.17485967631386e-06,8e-04
"kkk",2,6.17485967631386e-06,8e-04
"madrassa",4,1.23497193526277e-05,8e-04
"mcdonalds",1,3.08742983815693e-06,4e-04
"obeyance",2,6.17485967631386e-06,8e-04
"predominant",1,3.08742983815693e-06,4e-04
"reflexively",3,9.26228951447078e-06,0.0012
"religiosity",5,1.54371491907846e-05,0.002
"reluctance",2,6.17485967631386e-06,8e-04
"rivalries",4,1.23497193526277e-05,0.0016
"weaken",1,3.08742983815693e-06,4e-04
"wholesale",2,6.17485967631386e-06,8e-04
"animosities",1,3.08742983815693e-06,4e-04
"categories",6,1.85245790289416e-05,0.0024
"christianity",10,3.08742983815693e-05,0.0024
"conquest",3,9.26228951447078e-06,0.0012
"diligent",2,6.17485967631386e-06,8e-04
"divided",8,2.46994387052554e-05,0.0024
"feud",3,9.26228951447078e-06,0.0012
"friction",3,9.26228951447078e-06,0.0012
"fueling",1,3.08742983815693e-06,4e-04
"historians",3,9.26228951447078e-06,8e-04
"infants",1,3.08742983815693e-06,4e-04
"ira",7,2.16120088670985e-05,0.0024
"lethal",7,2.16120088670985e-05,0.0024
"luther",1,3.08742983815693e-06,4e-04
"modeled",1,3.08742983815693e-06,4e-04
"paramilitary",1,3.08742983815693e-06,4e-04
"predominantly",6,1.85245790289416e-05,0.0016
"protestant",6,1.85245790289416e-05,0.0016
"protestants",4,1.23497193526277e-05,0.0012
"reasonableness",2,6.17485967631386e-06,8e-04
"religiously",2,6.17485967631386e-06,8e-04
"shy",6,1.85245790289416e-05,0.0024
"splinter",2,6.17485967631386e-06,8e-04
"splitting",8,2.46994387052554e-05,0.0032
"stemmed",3,9.26228951447078e-06,0.0012
"tacit",3,9.26228951447078e-06,8e-04
"unionists",4,1.23497193526277e-05,0.0012
"valleys",2,6.17485967631386e-06,8e-04
"vertical",6,1.85245790289416e-05,0.0024
"façade",1,3.08742983815693e-06,4e-04
"oats",1,3.08742983815693e-06,4e-04
"oppose",13,4.01365878960401e-05,0.0036
"peg",1,3.08742983815693e-06,4e-04
"potatoes",1,3.08742983815693e-06,4e-04
"qualifier",1,3.08742983815693e-06,4e-04
"wheat",1,3.08742983815693e-06,4e-04
"adore",2,6.17485967631386e-06,8e-04
"aggregatestudio",4,1.23497193526277e-05,8e-04
"beset",2,6.17485967631386e-06,8e-04
"blight",2,6.17485967631386e-06,8e-04
"contrite",2,6.17485967631386e-06,8e-04
"desolated",2,6.17485967631386e-06,8e-04
"drown",3,9.26228951447078e-06,0.0012
"enters",4,1.23497193526277e-05,0.0016
"faithful",5,1.54371491907846e-05,0.002
"flames",7,2.16120088670985e-05,0.0028
"glory",4,1.23497193526277e-05,0.0016
"harper",3,9.26228951447078e-06,0.0012
"heroic",2,6.17485967631386e-06,8e-04
"humble",5,1.54371491907846e-05,0.0012
"hurricane",3,9.26228951447078e-06,0.0012
"imploring",2,6.17485967631386e-06,8e-04
"laphan",2,6.17485967631386e-06,8e-04
"moderated",2,6.17485967631386e-06,8e-04
"nets",3,9.26228951447078e-06,0.0012
"nettime",17,5.24863072486678e-05,8e-04
"patriot",2,6.17485967631386e-06,8e-04
"patriots",2,6.17485967631386e-06,8e-04
"pduncan",4,1.23497193526277e-05,8e-04
"pilgrimage",2,6.17485967631386e-06,8e-04
"prayer",9,2.77868685434123e-05,0.0012
"prays",2,6.17485967631386e-06,8e-04
"protract",2,6.17485967631386e-06,8e-04
"pulpit",2,6.17485967631386e-06,8e-04
"refuge",7,2.16120088670985e-05,0.002
"roofless",2,6.17485967631386e-06,8e-04
"sakes",4,1.23497193526277e-05,0.0016
"sermon",2,6.17485967631386e-06,8e-04
"shells",3,9.26228951447078e-06,0.0012
"shreads",2,6.17485967631386e-06,8e-04
"shrieks",2,6.17485967631386e-06,8e-04
"smiling",5,1.54371491907846e-05,0.0016
"sports",9,2.77868685434123e-05,0.0032
"stain",2,6.17485967631386e-06,8e-04
"thee",4,1.23497193526277e-05,8e-04
"thirst",2,6.17485967631386e-06,8e-04
"thirteen",5,1.54371491907846e-05,0.0012
"travail",2,6.17485967631386e-06,8e-04
"twain",5,1.54371491907846e-05,0.0012
"unavailing",2,6.17485967631386e-06,8e-04
"unfriended",2,6.17485967631386e-06,8e-04
"unoffending",2,6.17485967631386e-06,8e-04
"usurps",2,6.17485967631386e-06,8e-04
"wastes",2,6.17485967631386e-06,8e-04
"winds",2,6.17485967631386e-06,8e-04
"worn",3,9.26228951447078e-06,0.0012
"wounded",6,1.85245790289416e-05,0.0016
"wring",2,6.17485967631386e-06,8e-04
"writhing",3,9.26228951447078e-06,0.0012
"additionally",5,1.54371491907846e-05,0.002
"bays",1,3.08742983815693e-06,4e-04
"chassis",1,3.08742983815693e-06,4e-04
"comparable",2,6.17485967631386e-06,8e-04
"disconnect",2,6.17485967631386e-06,8e-04
"ext",21,6.48360266012955e-05,0.0028
"idex",1,3.08742983815693e-06,4e-04
"jfs",1,3.08742983815693e-06,4e-04
"queing",1,3.08742983815693e-06,4e-04
"racks",2,6.17485967631386e-06,8e-04
"raidzone",1,3.08742983815693e-06,4e-04
"redesign",2,6.17485967631386e-06,8e-04
"screwed",6,1.85245790289416e-05,0.0024
"shelf",4,1.23497193526277e-05,0.0016
"simulated",2,6.17485967631386e-06,8e-04
"thermal",1,3.08742983815693e-06,4e-04
"xfs",2,6.17485967631386e-06,8e-04
"fiasco",1,3.08742983815693e-06,4e-04
"laziness",2,6.17485967631386e-06,8e-04
"parenthood",1,3.08742983815693e-06,4e-04
"affordably",2,6.17485967631386e-06,8e-04
"assurance",5,1.54371491907846e-05,0.002
"bristol",2,6.17485967631386e-06,8e-04
"bsafe",3,9.26228951447078e-06,4e-04
"bsafe®",2,6.17485967631386e-06,4e-04
"carlsbad",2,6.17485967631386e-06,8e-04
"challenging",4,1.23497193526277e-05,0.0016
"cleartrust",2,6.17485967631386e-06,4e-04
"cleartrust®",1,3.08742983815693e-06,4e-04
"cohen",6,1.85245790289416e-05,0.0024
"compromise",11,3.39617282197262e-05,0.0036
"compromising",1,3.08742983815693e-06,4e-04
"continuity",1,3.08742983815693e-06,4e-04
"crt",2,6.17485967631386e-06,8e-04
"deployment",18,5.55737370868247e-05,0.0064
"desktops",17,5.24863072486678e-05,0.0044
"embedding",4,1.23497193526277e-05,0.0016
"endeavors",49,0.000151284062069689,0.0044
"engagement",8,2.46994387052554e-05,0.0016
"enhance",13,4.01365878960401e-05,0.002
"extending",3,9.26228951447078e-06,0.0012
"fairchild",1,3.08742983815693e-06,4e-04
"firewalls",16,4.93988774105108e-05,0.0032
"graphical",2,6.17485967631386e-06,8e-04
"hulme",3,9.26228951447078e-06,8e-04
"inter",15,4.63114475723539e-05,0.0044
"intra",5,1.54371491907846e-05,0.002
"intuitive",3,9.26228951447078e-06,0.0012
"joins",1,3.08742983815693e-06,4e-04
"keon",2,6.17485967631386e-06,4e-04
"keon®",1,3.08742983815693e-06,4e-04
"magi",21,6.48360266012955e-05,0.0012
"overheads",1,3.08742983815693e-06,4e-04
"packaging",9,2.77868685434123e-05,0.0032
"paves",1,3.08742983815693e-06,4e-04
"practices",23,7.10108862776093e-05,0.0064
"pressreleases",1,3.08742983815693e-06,4e-04
"promotional",1,3.08742983815693e-06,4e-04
"rsasecurity",1,3.08742983815693e-06,4e-04
"safeguarding",1,3.08742983815693e-06,4e-04
"secured",7,2.16120088670985e-05,0.002
"secured®",1,3.08742983815693e-06,4e-04
"securid",3,9.26228951447078e-06,4e-04
"securid®",1,3.08742983815693e-06,4e-04
"ssl",17,5.24863072486678e-05,0.0036
"streamlining",1,3.08742983815693e-06,4e-04
"stuart",1,3.08742983815693e-06,4e-04
"tadpole",8,2.46994387052554e-05,8e-04
"transforming",7,2.16120088670985e-05,0.0024
"unsecured",2,6.17485967631386e-06,8e-04
"workflow",3,9.26228951447078e-06,0.0012
"workgroups",4,1.23497193526277e-05,8e-04
"octobermoon",1,3.08742983815693e-06,4e-04
"spineless",2,6.17485967631386e-06,8e-04
"aboriginal",4,1.23497193526277e-05,8e-04
"biker",2,6.17485967631386e-06,8e-04
"bled",1,3.08742983815693e-06,4e-04
"buddhism",6,1.85245790289416e-05,0.002
"buffoon",2,6.17485967631386e-06,8e-04
"canadian",15,4.63114475723539e-05,0.0024
"catholicism",2,6.17485967631386e-06,8e-04
"catholics",2,6.17485967631386e-06,8e-04
"cellphones",2,6.17485967631386e-06,8e-04
"chretien",1,3.08742983815693e-06,4e-04
"clone",3,9.26228951447078e-06,0.0012
"colonials",2,6.17485967631386e-06,8e-04
"cricket",1,3.08742983815693e-06,4e-04
"cults",1,3.08742983815693e-06,4e-04
"disenfranchised",8,2.46994387052554e-05,0.0032
"escalation",5,1.54371491907846e-05,0.002
"incidence",4,1.23497193526277e-05,0.0016
"invaded",4,1.23497193526277e-05,0.0016
"mebst",2,6.17485967631386e-06,4e-04
"nyabingi",2,6.17485967631386e-06,8e-04
"perpetrated",4,1.23497193526277e-05,0.0016
"pigs",2,6.17485967631386e-06,8e-04
"proxy",19,5.86611669249816e-05,0.0048
"queda",2,6.17485967631386e-06,8e-04
"rastafari",2,6.17485967631386e-06,8e-04
"sacriments",1,3.08742983815693e-06,4e-04
"unionism",1,3.08742983815693e-06,4e-04
"veneered",2,6.17485967631386e-06,8e-04
"vietnamese",2,6.17485967631386e-06,8e-04
"chapesses",4,1.23497193526277e-05,0.0016
"chaps",4,1.23497193526277e-05,0.0016
"tibetan",4,1.23497193526277e-05,0.0016
"amendment",46,0.000142021772555219,0.0092
"arouet",2,6.17485967631386e-06,8e-04
"caves",1,3.08742983815693e-06,4e-04
"dire»",2,6.17485967631386e-06,8e-04
"dites",2,6.17485967631386e-06,8e-04
"droit",2,6.17485967631386e-06,8e-04
"défendrai",2,6.17485967631386e-06,8e-04
"désapprouve",2,6.17485967631386e-06,8e-04
"forked",8,2.46994387052554e-05,0.0016
"jeune",2,6.17485967631386e-06,8e-04
"jusqu",2,6.17485967631386e-06,8e-04
"mais",2,6.17485967631386e-06,8e-04
"mandated",3,9.26228951447078e-06,0.0012
"mort",2,6.17485967631386e-06,8e-04
"obligated",7,2.16120088670985e-05,0.0028
"votre",2,6.17485967631386e-06,8e-04
"«je",2,6.17485967631386e-06,8e-04
"«voltaire»",2,6.17485967631386e-06,8e-04
"creation",11,3.39617282197262e-05,0.0044
"dalai",3,9.26228951447078e-06,0.0012
"feudal",2,6.17485967631386e-06,8e-04
"lama",3,9.26228951447078e-06,0.0012
"merchant",3,9.26228951447078e-06,0.0012
"roads",7,2.16120088670985e-05,0.0028
"tibet",2,6.17485967631386e-06,8e-04
"tibetans",3,9.26228951447078e-06,8e-04
"advantageservices",1,3.08742983815693e-06,4e-04
"cummins",1,3.08742983815693e-06,4e-04
"imagining",3,9.26228951447078e-06,0.0012
"intentionally",4,1.23497193526277e-05,0.0016
"lauderdale",1,3.08742983815693e-06,4e-04
"lurks",2,6.17485967631386e-06,8e-04
"nukes",2,6.17485967631386e-06,8e-04
"paired",1,3.08742983815693e-06,4e-04
"scanned",11,3.39617282197262e-05,0.0036
"shudder",2,6.17485967631386e-06,8e-04
"smuggle",1,3.08742983815693e-06,4e-04
"vickery",1,3.08742983815693e-06,4e-04
"appropriately",6,1.85245790289416e-05,0.0024
"handpicked",2,6.17485967631386e-06,8e-04
"hhs",2,6.17485967631386e-06,8e-04
"neoconish",2,6.17485967631386e-06,8e-04
"parroting",7,2.16120088670985e-05,0.0024
"replacing",6,1.85245790289416e-05,0.002
"shackle",3,9.26228951447078e-06,0.0012
"shouted",4,1.23497193526277e-05,0.0016
"weiss",2,6.17485967631386e-06,8e-04
"cliffs",3,9.26228951447078e-06,0.0012
"coral",2,6.17485967631386e-06,8e-04
"jmason",25,7.71857459539232e-05,0.0084
"quarry",2,6.17485967631386e-06,8e-04
"samskar",2,6.17485967631386e-06,8e-04
"skirmish",2,6.17485967631386e-06,8e-04
"wolves",2,6.17485967631386e-06,8e-04
"anomalies",1,3.08742983815693e-06,4e-04
"anthropologist",2,6.17485967631386e-06,8e-04
"anthropologists",1,3.08742983815693e-06,4e-04
"charade",1,3.08742983815693e-06,4e-04
"compelled",4,1.23497193526277e-05,0.0016
"entrenched",2,6.17485967631386e-06,8e-04
"fictitious",1,3.08742983815693e-06,4e-04
"ideologically",2,6.17485967631386e-06,8e-04
"ideologies",3,9.26228951447078e-06,0.0012
"junior",6,1.85245790289416e-05,0.002
"maintaining",9,2.77868685434123e-05,0.0036
"motive",2,6.17485967631386e-06,8e-04
"peoples",11,3.39617282197262e-05,0.004
"perpetuate",2,6.17485967631386e-06,8e-04
"perversions",1,3.08742983815693e-06,4e-04
"pleasing",1,3.08742983815693e-06,4e-04
"scholarship",2,6.17485967631386e-06,8e-04
"selecting",6,1.85245790289416e-05,0.0024
"ascends",1,3.08742983815693e-06,4e-04
"complication",2,6.17485967631386e-06,8e-04
"concentrations",31,9.57103249828648e-05,0.0044
"corresponds",1,3.08742983815693e-06,4e-04
"decay",3,9.26228951447078e-06,0.0012
"descend",1,3.08742983815693e-06,4e-04
"differing",3,9.26228951447078e-06,8e-04
"dragging",2,6.17485967631386e-06,8e-04
"endpoints",1,3.08742983815693e-06,4e-04
"equilibria",2,6.17485967631386e-06,4e-04
"equilibrium",1,3.08742983815693e-06,4e-04
"flows",10,3.08742983815693e-05,0.0012
"heights",2,6.17485967631386e-06,8e-04
"mayfly",1,3.08742983815693e-06,4e-04
"mgh",1,3.08742983815693e-06,4e-04
"transition",10,3.08742983815693e-05,0.0024
"barbary",1,3.08742983815693e-06,4e-04
"carthaginian",1,3.08742983815693e-06,4e-04
"pirates",5,1.54371491907846e-05,0.002
"yyyy",4,1.23497193526277e-05,0.0012
"louie",1,3.08742983815693e-06,4e-04
"operated",3,9.26228951447078e-06,0.0012
"villa",1,3.08742983815693e-06,4e-04
"feminist",1,3.08742983815693e-06,4e-04
"margaret",2,6.17485967631386e-06,8e-04
"bdsm",1,3.08742983815693e-06,4e-04
"calendars",3,9.26228951447078e-06,0.0012
"communicating",2,6.17485967631386e-06,8e-04
"hrw",1,3.08742983815693e-06,4e-04
"maillists",1,3.08742983815693e-06,4e-04
"tia",4,1.23497193526277e-05,0.0016
"whistles",2,6.17485967631386e-06,8e-04
"asa",1,3.08742983815693e-06,4e-04
"asacomputers",1,3.08742983815693e-06,4e-04
"beefy",1,3.08742983815693e-06,4e-04
"caf",1,3.08742983815693e-06,4e-04
"cdf",2,6.17485967631386e-06,8e-04
"crank",6,1.85245790289416e-05,8e-04
"deletions",3,9.26228951447078e-06,8e-04
"displayscreen",1,3.08742983815693e-06,4e-04
"doofus",1,3.08742983815693e-06,4e-04
"enet",1,3.08742983815693e-06,4e-04
"evaluation",8,2.46994387052554e-05,0.0028
"fcg",1,3.08742983815693e-06,4e-04
"fermi",2,6.17485967631386e-06,4e-04
"fnal",1,3.08742983815693e-06,4e-04
"gigabit",2,6.17485967631386e-06,8e-04
"irus",1,3.08742983815693e-06,4e-04
"journaled",1,3.08742983815693e-06,4e-04
"maxtors",1,3.08742983815693e-06,4e-04
"merged",6,1.85245790289416e-05,0.002
"oldforktimers",1,3.08742983815693e-06,4e-04
"petabyte",1,3.08742983815693e-06,4e-04
"saturate",1,3.08742983815693e-06,4e-04
"sds",1,3.08742983815693e-06,4e-04
"stk",1,3.08742983815693e-06,4e-04
"syskonnect",1,3.08742983815693e-06,4e-04
"templateid",1,3.08742983815693e-06,4e-04
"ware",3,9.26228951447078e-06,8e-04
"ballot",2,6.17485967631386e-06,8e-04
"dysfunction",1,3.08742983815693e-06,4e-04
"electile",1,3.08742983815693e-06,4e-04
"flaccid",1,3.08742983815693e-06,4e-04
"nite",1,3.08742983815693e-06,4e-04
"ovals",1,3.08742983815693e-06,4e-04
"boycott",2,6.17485967631386e-06,8e-04
"deem",2,6.17485967631386e-06,8e-04
"evoking",2,6.17485967631386e-06,8e-04
"musclemen",2,6.17485967631386e-06,8e-04
"politely",2,6.17485967631386e-06,8e-04
"amounted",1,3.08742983815693e-06,4e-04
"atomised",2,6.17485967631386e-06,4e-04
"bete",2,6.17485967631386e-06,4e-04
"blasphemy",2,6.17485967631386e-06,4e-04
"bleak",1,3.08742983815693e-06,4e-04
"boubakeur",1,3.08742983815693e-06,4e-04
"camps",1,3.08742983815693e-06,4e-04
"caroline",2,6.17485967631386e-06,8e-04
"celebre",2,6.17485967631386e-06,8e-04
"censure",1,3.08742983815693e-06,4e-04
"chanted",1,3.08742983815693e-06,4e-04
"contemporary",4,1.23497193526277e-05,0.0016
"contender",1,3.08742983815693e-06,4e-04
"controversy",3,9.26228951447078e-06,8e-04
"courtroom",2,6.17485967631386e-06,4e-04
"dalil",1,3.08742983815693e-06,4e-04
"detached",3,9.26228951447078e-06,0.0012
"discrimination",1,3.08742983815693e-06,4e-04
"distanced",2,6.17485967631386e-06,8e-04
"elementaires",1,3.08742983815693e-06,4e-04
"emmanuel",1,3.08742983815693e-06,4e-04
"erupts",4,1.23497193526277e-05,0.0016
"establishes",1,3.08742983815693e-06,4e-04
"flammarion",1,3.08742983815693e-06,4e-04
"glee",1,3.08742983815693e-06,4e-04
"goncourt",1,3.08742983815693e-06,4e-04
"hippie",1,3.08742983815693e-06,4e-04
"houellebecq",14,4.3224017734197e-05,8e-04
"imams",1,3.08742983815693e-06,4e-04
"impac",1,3.08742983815693e-06,4e-04
"incensed",1,3.08742983815693e-06,4e-04
"insulted",1,3.08742983815693e-06,4e-04
"insulting",2,6.17485967631386e-06,4e-04
"intellectuals",2,6.17485967631386e-06,8e-04
"islamophobia",1,3.08742983815693e-06,4e-04
"jews",1,3.08742983815693e-06,4e-04
"kabtan",1,3.08742983815693e-06,4e-04
"kamel",1,3.08742983815693e-06,4e-04
"koran",2,6.17485967631386e-06,8e-04
"league",23,7.10108862776093e-05,0.004
"lire",3,9.26228951447078e-06,4e-04
"literary",2,6.17485967631386e-06,8e-04
"lyon",2,6.17485967631386e-06,4e-04
"marianne",2,6.17485967631386e-06,4e-04
"maurice",2,6.17485967631386e-06,8e-04
"noire",2,6.17485967631386e-06,4e-04
"ozxa",1,3.08742983815693e-06,4e-04
"papon",1,3.08742983815693e-06,4e-04
"paris",14,4.3224017734197e-05,0.002
"particules",1,3.08742983815693e-06,4e-04
"perseveres",1,3.08742983815693e-06,4e-04
"pierrat",1,3.08742983815693e-06,4e-04
"pitting",2,6.17485967631386e-06,8e-04
"plateforme",2,6.17485967631386e-06,4e-04
"prestigious",2,6.17485967631386e-06,8e-04
"protest",11,3.39617282197262e-05,0.0036
"quiver",1,3.08742983815693e-06,4e-04
"racial",3,9.26228951447078e-06,0.0012
"racism",2,6.17485967631386e-06,8e-04
"radicals",1,3.08742983815693e-06,4e-04
"rector",2,6.17485967631386e-06,4e-04
"reminiscent",3,9.26228951447078e-06,8e-04
"retorted",1,3.08742983815693e-06,4e-04
"sanctioned",1,3.08742983815693e-06,4e-04
"scathing",1,3.08742983815693e-06,4e-04
"sensitivities",2,6.17485967631386e-06,8e-04
"sensitivity",1,3.08742983815693e-06,4e-04
"shortly",5,1.54371491907846e-05,0.002
"significance",5,1.54371491907846e-05,0.002
"stranger",6,1.85245790289416e-05,0.002
"stripped",15,4.63114475723539e-05,0.0032
"stupidest",3,9.26228951447078e-06,8e-04
"truncated",3,9.26228951447078e-06,0.0012
"varaut",1,3.08742983815693e-06,4e-04
"dashing",3,9.26228951447078e-06,0.0012
"shaved",2,6.17485967631386e-06,8e-04
"smartgroups",3,9.26228951447078e-06,0.0012
"brandings",1,3.08742983815693e-06,4e-04
"converting",8,2.46994387052554e-05,0.0032
"organizaed",1,3.08742983815693e-06,4e-04
"postngs",1,3.08742983815693e-06,4e-04
"prescod",1,3.08742983815693e-06,4e-04
"propoganda",2,6.17485967631386e-06,4e-04
"reasoned",1,3.08742983815693e-06,4e-04
"bdsmers",1,3.08742983815693e-06,4e-04
"didja",1,3.08742983815693e-06,4e-04
"farber",3,9.26228951447078e-06,8e-04
"listbox",4,1.23497193526277e-05,8e-04
"rodent",1,3.08742983815693e-06,4e-04
"dynamics",4,1.23497193526277e-05,0.0016
"empirical",3,9.26228951447078e-06,0.0012
"experiential",2,6.17485967631386e-06,8e-04
"leunig",2,6.17485967631386e-06,8e-04
"litmus",2,6.17485967631386e-06,8e-04
"oranges",4,1.23497193526277e-05,0.0016
"relation",3,9.26228951447078e-06,0.0012
"sail",2,6.17485967631386e-06,8e-04
"verb",4,1.23497193526277e-05,0.0016
"alliances",21,6.48360266012955e-05,0.0012
"assimilation",2,6.17485967631386e-06,8e-04
"attire",1,3.08742983815693e-06,4e-04
"attractiveness",1,3.08742983815693e-06,4e-04
"dress",4,1.23497193526277e-05,0.0012
"elect",2,6.17485967631386e-06,8e-04
"flinched",1,3.08742983815693e-06,4e-04
"immeasurably",1,3.08742983815693e-06,4e-04
"intermediated",1,3.08742983815693e-06,4e-04
"intoxication",1,3.08742983815693e-06,4e-04
"loudly",3,9.26228951447078e-06,0.0012
"reap",1,3.08742983815693e-06,4e-04
"recreation",2,6.17485967631386e-06,8e-04
"rejects",3,9.26228951447078e-06,8e-04
"shrinks",5,1.54371491907846e-05,0.002
"speculative",1,3.08742983815693e-06,4e-04
"stab",3,9.26228951447078e-06,0.0012
"tasks",6,1.85245790289416e-05,0.0024
"absurdity",2,6.17485967631386e-06,8e-04
"ayatollah",1,3.08742983815693e-06,4e-04
"bounty",3,9.26228951447078e-06,0.0012
"bra",1,3.08742983815693e-06,4e-04
"clinic",1,3.08742983815693e-06,4e-04
"cows",2,6.17485967631386e-06,8e-04
"cunt",1,3.08742983815693e-06,4e-04
"cushions",1,3.08742983815693e-06,4e-04
"dat",1,3.08742983815693e-06,4e-04
"decreed",1,3.08742983815693e-06,4e-04
"dem",1,3.08742983815693e-06,4e-04
"depressed",3,9.26228951447078e-06,0.0012
"dey",1,3.08742983815693e-06,4e-04
"domaine",1,3.08742983815693e-06,4e-04
"dresesd",1,3.08742983815693e-06,4e-04
"euros",1,3.08742983815693e-06,4e-04
"journo",1,3.08742983815693e-06,4e-04
"lutte",1,3.08742983815693e-06,4e-04
"marbles",2,6.17485967631386e-06,8e-04
"mumbo",1,3.08742983815693e-06,4e-04
"nutcases",1,3.08742983815693e-06,4e-04
"passages",2,6.17485967631386e-06,8e-04
"philosophical",2,6.17485967631386e-06,8e-04
"pranced",1,3.08742983815693e-06,4e-04
"purposely",2,6.17485967631386e-06,8e-04
"shirt",5,1.54371491907846e-05,0.002
"showin",1,3.08742983815693e-06,4e-04
"skirt",3,9.26228951447078e-06,8e-04
"slowing",2,6.17485967631386e-06,8e-04
"thrity",1,3.08742983815693e-06,4e-04
"unbelievably",2,6.17485967631386e-06,8e-04
"underlines",1,3.08742983815693e-06,4e-04
"undressed",1,3.08742983815693e-06,4e-04
"uppity",5,1.54371491907846e-05,8e-04
"attraction",1,3.08742983815693e-06,4e-04
"emailed",3,9.26228951447078e-06,0.0012
"goals",26,8.02731757920801e-05,0.004
"onward",5,1.54371491907846e-05,0.0016
"powie",1,3.08742983815693e-06,4e-04
"craigs",1,3.08742983815693e-06,4e-04
"personals",1,3.08742983815693e-06,4e-04
"inconvienence",1,3.08742983815693e-06,4e-04
"lobbying",2,6.17485967631386e-06,8e-04
"technically",5,1.54371491907846e-05,0.0016
"terminated",2,6.17485967631386e-06,8e-04
"agnostic",1,3.08742983815693e-06,4e-04
"anarchocapitalist",1,3.08742983815693e-06,4e-04
"asymptotically",1,3.08742983815693e-06,4e-04
"atheism",1,3.08742983815693e-06,4e-04
"atheist",1,3.08742983815693e-06,4e-04
"awubpyjcbcpxhjfohaeqivwcbbukmyii",1,3.08742983815693e-06,4e-04
"backsliding",1,3.08742983815693e-06,4e-04
"baptist",4,1.23497193526277e-05,8e-04
"bureaucrat",1,3.08742983815693e-06,4e-04
"churches",1,3.08742983815693e-06,4e-04
"congenital",2,6.17485967631386e-06,8e-04
"decompression",1,3.08742983815693e-06,4e-04
"denomination",2,6.17485967631386e-06,4e-04
"denominations",1,3.08742983815693e-06,4e-04
"fronts",3,9.26228951447078e-06,0.0012
"godless",1,3.08742983815693e-06,4e-04
"golf",4,1.23497193526277e-05,0.0016
"hitched",1,3.08742983815693e-06,4e-04
"honk",2,6.17485967631386e-06,8e-04
"humanist",2,6.17485967631386e-06,4e-04
"jdmfqrnrqedlmwvyutn",1,3.08742983815693e-06,4e-04
"klan",1,3.08742983815693e-06,4e-04
"lapsed",1,3.08742983815693e-06,4e-04
"lawn",2,6.17485967631386e-06,8e-04
"lenny",2,6.17485967631386e-06,8e-04
"nocal",1,3.08742983815693e-06,4e-04
"obuujokes",1,3.08742983815693e-06,4e-04
